index	claim	evidence	label
442	Sudden death can occur in patients with orthostatic hypertension without cardiac conduction abnormalities.	The increase in HR after injection of atropine as well as of MQNB was lower in patients compared with control subjects despite a similar basal HR (DeltaHR after atropine, 11+/-21% versus 62+/-17%; P<0.001), consistent with parasympathetic denervation. To evaluate the density and affinity constants of myocardial muscarinic receptors, PET with (11)C-MQNB (methylquinuclidinyl benzilate), a specific hydrophilic antagonist, was used. METHODS AND RESULTS Twenty-one patients were studied (age, 39+/-11 years; normal coronary arteries; left ventricular ejection fraction 68+/-9%).	NOT_ENOUGH_INFO
443	"Surfactin producing cells and exopolymer producing cells cooperate to generate ""Van Gogh"" bundles that have sliding abilities on specialized media."	The formation of van Gogh bundles depends critically on the synergistic interaction of surfactin-producing and matrix-producing cells. We propose that surfactin-producing cells reduce the friction between cells and their substrate, thereby facilitating matrix-producing cells to form bundles.	SUPPORTS
444	Surgical treatment is not superior to non-surgical in treating adults with displaced fractures of the proximal humerus.	RESULTS There was no significant mean treatment group difference in the Oxford Shoulder Score averaged over 2 years (39.07 points for the surgical group vs 38.32 points for the nonsurgical group; difference of 0.75 points [95% CI, -1.33 to 2.84 points]; P = .48) or at individual time points. There were also no significant between-group differences over 2 years in the mean SF-12 physical component score (surgical group: 1.77 points higher [95% CI, -0.84 to 4.39 points]; P = .18); the mean SF-12 mental component score (surgical group: 1.28 points lower [95% CI, -3.80 to 1.23 points]; P = .32); complications related to surgery or shoulder fracture (30 patients in surgical group vs 23 patients in nonsurgical group; P = .28), requiring secondary surgery to the shoulder (11 patients in both groups), and increased or new shoulder-related therapy (7 patients vs 4 patients, respectively; P = .58); and mortality (9 patients vs 5 patients; P = .27). CONCLUSIONS AND RELEVANCE Among patients with displaced proximal humeral fractures involving the surgical neck, there was no significant difference between surgical treatment compared with nonsurgical treatment in patient-reported clinical outcomes over 2 years following fracture occurrence.	SUPPORTS
445	Sweet taste receptors on the tongue are deactivated by between 1 and 10 mM glucose.	These results indicate that T1r3-independent sweet- and umami-responsive receptors and/or pathways exist in taste cells. The tastes of sugars (sweet) and glutamate (umami) are thought to be detected by T1r receptors expressed in taste cells. Here,we show that mice lacking T1r3 showed no preference for artificial sweeteners and had diminished but not abolished behavioral and nerve responses to sugars and umami compounds. Molecular genetics and heterologous expression implicate T1r2 plus T1r3 as a sweet-responsive receptor,and T1r1 plus T1r3,as well as a truncated form of the type 4 metabotropic glutamate receptor (taste-mGluR4),as umami-responsive receptors.	NOT_ENOUGH_INFO
446	Sympathetic nerve activity is elevated throughout normal pregnancy.	Muscle sympathetic nerve activity is increased during normotensive pregnancy while mean arterial pressure is maintained or reduced, suggesting baroreflex resetting. Pregnant women had elevated baseline sympathetic burst incidence (43 ± 2 vs. 33 ± 2 bursts/100 heart beats, P = 0.01) and total sympathetic activity (1,811 ± 148 vs. 1,140 ± 55 au, P < 0.01) relative to controls.	SUPPORTS
447	Sympathetic nerve activity is elevated throughout normal pregnancy.	Sympathetic activation was greater across all 3 minutes of cold pressor stimulation in the pregnant women relative to the nonpregnant controls. Peak sympathoexcitation was also greater in pregnant than in nonpregnant women, whether expressed as sympathetic burst frequency (+17±13 versus +7±8 bursts/min, P=0.049), burst incidence (+17±9 versus +6±11 bursts/100 hb, P=0.03), or total activity (+950±660 versus +363±414 arbitrary units, P=0.04).	SUPPORTS
448	Sympathetic nerve activity is reduced throughout normal pregnancy.	Muscle sympathetic nerve activity is increased during normotensive pregnancy while mean arterial pressure is maintained or reduced, suggesting baroreflex resetting. Pregnant women had elevated baseline sympathetic burst incidence (43 ± 2 vs. 33 ± 2 bursts/100 heart beats, P = 0.01) and total sympathetic activity (1,811 ± 148 vs. 1,140 ± 55 au, P < 0.01) relative to controls.	REFUTES
449	Systemic immunosuppressive (IS) therapy does not enhance the chance of cancer mortality in patients with inflammatory eye disease (IED)	Patients who used azathioprine, methotrexate, mycophenolate mofetil, ciclosporin, systemic corticosteroids, or dapsone had overall and cancer mortality similar to that of patients who never took immunosuppressive drugs. CONCLUSIONS Most commonly used immunosuppressive drugs do not seem to increase overall or cancer mortality.	SUPPORTS
450	Systemic lupus erythematosus is a risk factor for cardiovascular disease.	Risk factors considered included those already in QRISK2 (age, ethnicity, deprivation, systolic blood pressure, body mass index, total cholesterol: high density lipoprotein cholesterol ratio, smoking, family history of coronary heart disease in a first degree relative aged less than 60 years, type 1 diabetes, type 2 diabetes, treated hypertension, rheumatoid arthritis, atrial fibrillation, chronic kidney disease (stage 4 or 5)) and new risk factors (chronic kidney disease (stage 3, 4, or 5), a measure of systolic blood pressure variability (standard deviation of repeated measures), migraine, corticosteroids, systemic lupus erythematosus (SLE), atypical antipsychotics, severe mental illness, and HIV/AIDs).	SUPPORTS
451	T cell receptor /CD3 microdomains are required to induce the immunologic synapse.	T cell receptor (TCR-CD3) triggering involves both receptor clustering and conformational changes at the cytoplasmic tails of the CD3 subunits. This conformational change at CD3 reverts upon ligand dissociation and is required for T cell activation.	SUPPORTS
452	TNFAIP3 is a glioblastoma tumor enhancer.	Inhibiting A20 expression decreased GSC growth and survival through mechanisms associated with decreased cell-cycle progression and decreased phosphorylation of p65/RelA. Elevated levels of A20 in GSCs contributed to apoptotic resistance: GSCs were less susceptible to TNFalpha-induced cell death than matched non-stem glioma cells, but A20 knockdown sensitized GSCs to TNFalpha-mediated apoptosis. Although inactivating mutations in A20 in lymphoma suggest A20 can act as a tumor suppressor, similar point mutations have not been identified through glioma genomic sequencing: in fact, our data suggest A20 may function as a tumor enhancer in glioma through promotion of GSC survival.	SUPPORTS
453	TNFAIP3 is a glioblastoma tumor suppressor.	Inhibiting A20 expression decreased GSC growth and survival through mechanisms associated with decreased cell-cycle progression and decreased phosphorylation of p65/RelA. Elevated levels of A20 in GSCs contributed to apoptotic resistance: GSCs were less susceptible to TNFalpha-induced cell death than matched non-stem glioma cells, but A20 knockdown sensitized GSCs to TNFalpha-mediated apoptosis. Although inactivating mutations in A20 in lymphoma suggest A20 can act as a tumor suppressor, similar point mutations have not been identified through glioma genomic sequencing: in fact, our data suggest A20 may function as a tumor enhancer in glioma through promotion of GSC survival.	REFUTES
454	TRAP+ osteoclasts regulate mature osteoblast maintenance.	Mice with depletion of PDGF-BB in the tartrate-resistant acid phosphatase–positive cell lineage show significantly lower trabecular and cortical bone mass, serum and bone marrow PDGF-BB concentrations, and fewer CD31hiEmcnhi vessels compared to wild-type mice.	SUPPORTS
